电影名,电影网址,导演,编剧,主演,评分,评分人数,评分额外信息,类型,制片国家/地区,语言,上映时间,时长,剧情简介,获奖情况,热门评论,海报链接,海报保存路径,剧照链接,剧照保存路径,视频链接,视频保存路径
辛德勒的名单 Schindler's List,https://movie.douban.com/subject/1295124/,史蒂文·斯皮尔伯格,托马斯·肯尼利/斯蒂文·泽里安,"['连姆·尼森', '本·金斯利', '拉尔夫·费因斯', '卡罗琳·古多尔', '乔纳森·萨加尔']",9.6,1003091,"好于99%战争片,好于99%历史片",剧情/历史/战争,美国,英语/希伯来语/德语/波兰语,1993-11-30(华盛顿首映),195分钟,1939年，波兰在纳粹德国的统治下，党卫军对犹太人进行了隔离统治。德国商人奥斯卡·辛德勒（连姆·尼森 Liam Neeson 饰）来到德军统治下的克拉科夫，开设了一间搪瓷厂，生产军需用品。凭着出众的社交能力和大量的金钱，辛德勒和德军建立了良好的关系，他的工厂雇用犹太人工作，大发战争财。1943年，克拉科夫的犹太人遭到了惨绝人寰的大屠杀，辛德勒目睹这一切，受到了极大的震撼，他贿赂军官，让自己的工厂成为集中营的附属劳役营，在那些疯狂屠杀的日子里，他的工厂也成为了犹太人的避难所。1944年，德国战败前夕，屠杀犹太人的行动越发疯狂，辛德勒向德军军官开出了1200人的名单，倾家荡产买下了这些犹太人的生命。在那些暗无天日的岁月里，拯救一个人，就是拯救全世界。,"['最佳影片', '电影类 最佳剧情片', '电影奖 最佳影片']","['有钱才能保护喜欢的人', '印象很深刻的是黑白画面中的红色。', '这不止是剧情，更是技术、镜头、剪辑、演技和配乐的综合胜利。表达是一出技巧活，不以剧本和背景定优劣，这一切都是导演的功力和运气造成，不可求，但可遇——《辛德勒的名单》可谓厚积薄发。而实论背景，辛德勒本人之事尚存争议，电影却已在全世界人面前诠释并且定性了，由此可见媒体的影响之大', '出门的时候，看到灯火辉煌的城市，会觉得一切幸福美好都是罪恶。。。', '导演很清楚观众会喜欢什么，而这正是我不喜欢的地方', '最后辛德勒摘下自己的胸针，说自己原本还能再救一个人，痛哭失声的时候，我也已经哭得不成人形。从电影的任何一个角度都达到了直击人心的力量，面对人性，面对生命，辛德勒做出了让历史铭记的选择。经典之至，感人至深。', '“凡救人一命，即救全世界！”一段如此深刻的历史，多么希望它早早结束，但如此一部经典的影片你却永远都不想它完结。感动于良知，印象很深刻的永远是黑白画面中的那一抹红色。在任何时代，不管有多么的黑暗，都会有人性的光辉在闪烁着；经典的影片也不会因为缺失色彩而让人觉得沉闷。★★★★☆', '“你从来不喝醉，那是绝佳的自制力。自制力就是权力。” “权力是当我们有绝对的理由去杀一个人的时候，我们却不那样做。那是古代帝王风范。那才是权力。”', '不仅仅是犹太人，而是整个人类的悲剧。', '请看一部没有笑容的电影吧', '连姆·尼森后来又演了《通勤营救》《空中营救》《飓风营救》，半辈子都在营救别人。幸亏《辛德拉的名单》当年没在中国上映，要不然中文译名可能会是《辛德勒营救》。', '救人一命就是救全世界.', '救人一命等于救全人类。集中营进得来，出不去，除非你从焚尸炉的烟囱里爬出去。', '辛德勒犹太人献给辛德勒的指环上写着：“凡救人一命，即救全世界。”当1100这个数字具化到一个个人名的时候，当片尾处影片中被救的犹太人原型出现时，才能真真切切地体会到指环上的那句希伯来经文的深刻。', '这类片子，在我的概念里，和读书时四大名著同等级别，大部头，轻易不敢触碰，一旦决心看就要掏心掏肺100%投入。很辛苦。看完都像心灵负重走了长征。平庸之恶也许只是借口。真的猛士敢于面对人性的黑暗与软弱，敢于跳到体制中做出自己的选择。像伟大的犹太裔导演斯皮尔伯格致敬。', '我哭死算了我', '很棒，直击人心。不知道什么时候中国也能拍出这样的电影。', '每一次看都有新鲜发现，每一次看都会内牛满面。/ 记第一次在中国大银幕观看 20190413 @天幕新彩云巨幕厅', '斯皮尔伯格，犹太人，世界最著名的导演之一，他通过黑白映像把第二次世界大战中德国纳粹犯下的滔天罪行传播到世界各地，那段对犹太人灭绝人性的杀戮终于大白于天下。 苍天悲悯，辛德勒名单内是生命，外是死亡，他为此倾家荡产，1100犹太人得已生还，也记住了辛德勒这位伟人。', '又看了一遍《辛德勒的名单》。斯皮尔伯格像小学生第一次交作业一样用心、虔诚、小心翼翼。每个创作者都该记住自己的这个第一次。', '特别喜欢的片子，心里特别难受，从音乐到场景都是很压抑、很凄凉。当看到犹太人把金牙抠下来铸成了一枚戒指送给辛德勒那段时我已不禁泪如雨下。这部电影无论是在思想、剧情、摄影、音乐都做到了目前战争片的极致水平。', '辛德勒的名单，当时我看成希特勒了，还以为是间谍片，后来看了发现是救赎片。二战时期的片子大多是在救赎和摧残中纠结。日光之下再无鲜事。不过不能否认影片很不错。', '人性之恶，生命之荒谬', '爱电影必看的一部，黑白色里的红衣小女孩和温暖的烛光令人印象尤其深刻——导演很清楚我们需要怎样的震撼和感动', '对里面纳粹扫荡犹太区，辛德勒立马山头那段印象很深，那抹全剧中唯一的红色真的让无数人揪起了心。约翰•威廉姆斯的犹太童谣配乐配得太好了，特意去搜了下中文歌词，无论我说错了什么都不要在意，我只想要你好好回来。。', '黑白影像，关乎生命，在每一个长镜头里，都看到生命的跃动', '主旋律，片段化，但是掩饰不住那份执着和认真的制作态度。最美的摄影果真都是黑白。光影运用极其出色。若干小高潮和小细节令人惊愕。让英国演员蹩脚的说带德国口音的英语到底还是阻碍了表演，让人出戏并加强做作感。人物塑造尚可，男主前后反差有点大，过渡没有做好，最后拔高有刻意感。', '我可以冷漠的看完整部影片。我深知我改变不了世界甚至改变不了自己', '人性的罪恶会被扩大和释放，当你所处的社会无比黑暗，压抑时！', '是经典,都该看一看.', '美好的人性给我们这个丑恶的世界带来了一点希望。20200926重温。', '这部电影的价值是用影调还原了值得铭记的一段故事，或许经年以后屠杀犹太人从近代史划归到古代史，这场灾难的伤痕逐渐淡却，依然会有后人因这样一部电影记得人类曾有过的仁慈与博爱。黑白影调中红衣小女孩和温暖烛光成为经典，《另一个故乡》也有运用。故事上《钢琴家》后来亦有诠释，但经典值得永恒。', '种族灭绝在任何时代都是残忍的。当年是德国对犹太人，而现在是西方精英统治阶层对全世界的有色人种。中国人，警醒起来，不要忘了历史上的教训。大部分美国电影都是中情局控制下的好莱坞生产的精神鸦片。详情见这本书《好莱坞内部的中情局》http://book.douban.com/subject/26370014', '佛说救人一命胜造七级浮屠，慈悲的伟大在于重视生命大于利益', '25周年大银幕重映，斯皮尔伯格特地加了一段intro。资本家的但丁神曲。', '辛德勒名单，高中课本就有这么一篇课文，老师在上到这节课时给我们放了这部影片，深刻的感受到战争的残酷。', '全片黑白，那个红色衣服的女孩太亮眼，亮眼得有些刺目。总有人说影片具有长久的意义巴拉巴拉，个人觉得任何东西都有时效性，就像我现在看永远都不会有那个时候人们看时的震撼……', '看完好激动，总之不管坏人好人手里还是要有钱有权才能肆意', '任何时刻，生命都值得被尊重，不允许任意践踏。', '辛德勒就是个大好人，救了好多人的性命，我印象最深就是扫雪那里。', '它深刻地揭露了德国法西斯屠杀犹太人的恐怖罪行，并且具有极高的艺术性，它的思想的严肃性和非凡的艺术表现力都达到了几乎难以超越的深度。我们为它颁发奥斯卡大奖，对于影片的成就来说这是当之无愧的。而史蒂芬·斯皮尔伯格也以此片第１次夺得了奥斯卡最佳导演奖，对于他的才华来说，这是一份迟到的肯定。——第６６届奥斯卡奖评委会', '以前不爱看 现在觉得超牛逼', '这是斯皮尔伯格一生最伟大的作品。只是在茫茫受阻抑或被屠杀的犹太人面前，在沧海桑田的历史面前，这依旧是微不足道的一笔，但同时也是它完胜一切赞颂人性作品的原因所在：如同那每一个看不见边界、看不见人群队末的镜头一样，善恶无常，絮絮不止。', '脑中回荡着耶利米哀歌。每一个镜头都撕裂我。', '战争中关于人性的思考。', '9/10。辛德勒出场伴随戒指、别针、领带和抽屉里的钱一系列特写，表明是注重细节的人，进入会计的办公室无礼地坐上桌使会计仰望着他，画面中辛德勒占据更大位置，从火车站救出会计时，会计苦苦解释像个可怜虫般挤至画面边缘，此时的辛德眼里只有权力：口头下令采购物品讨好纳粹军官之后，时空转换到犹太工人各地匆忙采购水果、罐头等物品，这组声画对立意在表现犹太人拿工作换命，被辛德勒的权力利用的不平等地位，天空飘舞到车上的骨灰、焚尸堆死掉的红衣姑娘则唤醒辛德勒的人性；阿蒙象征精神分裂下法西斯的残暴，有一场戏他听取辛德勒关于权力的建议，接着照镜子看了一眼女仆修的指甲：他嫉妒辛德勒敢公开亲吻犹太姑娘，克制不了对女仆的爱在地窖殴打她，镜像自我唤醒情欲的杀意，射杀之前赦免的男孩。拿狙击枪扭脖子做早操的日常动作突出人性邪恶面。', '影片在压抑与感动中看完 唉 战争无情人有情 据说当时是可以制作彩色电影的 只是为了更好的表现剧本 导演选择黑白电影 除了那个小女孩的红色身影外', 'Amon是一个塑造的比Schindler更立体的人物…信仰、情感与人性的冲突、矛盾和对立…像电影里说的“也许…你不是错的，错的是这个世界”他爱上了Helen但是他不敢承认，他对Schindler说想要带Helen回家与她白头到老…但 nazi 他所一直服从的信仰 不允许他承认 不允许他去爱。他明知道Schindler 的行为是为了什么 目的是什么 但他默许了。在Schindler亲吻犹太女孩之后找借口为他求情。Amon像一个没长大的孩子，对很多事情是迷茫的，nazism好像是他唯一可以依靠的东西。在Schindler告诉他“饶恕才是权利”之后，他像个孩子一样 用一种与平日commander截然不同的语气尝试着说出饶恕 的话语，往日他从未讲过的话语“ i forgive you” 十分的生疏', '也是因为这部电影揭露了纳粹的残暴恶行 以至于不管什么想起我总是觉得莫名恐惧 但依然能感受到这世间的美好', '片中的剧情，技术、镜头、剪辑、演技和配乐都很不错。我觉得男主的人设也不错，由冷漠势力到有血有肉']","['https://img2.doubanio.com/view/photo/m/public/p492406163.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2543441827.jpg', 'https://img9.doubanio.com/view/photo/m/public/p1883257846.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2543653052.jpg', 'https://img2.doubanio.com/view/photo/m/public/p492406461.jpg']",./data1/post_video/史蒂文·斯皮尔伯格/辛德勒的名单 Schindler's List/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p2533777548.webp', 'https://img2.doubanio.com/view/photo/sqxs/public/p2581177631.webp', 'https://img1.doubanio.com/view/photo/sqxs/public/p2214090809.webp', 'https://img1.doubanio.com/view/photo/sqxs/public/p825996608.webp', 'https://img1.doubanio.com/view/photo/sqxs/public/p2563777927.webp']",./data1/post_video/史蒂文·斯皮尔伯格/辛德勒的名单 Schindler's List/image,"['https://vt1.doubanio.com/202204252105/1a62245c9a7f37c326964ff46d3684cf/view/movie/M/402410178.mp4', 'https://vt1.doubanio.com/202204252106/79af900d93c094665c4a667be9d8ef95/view/movie/M/402350662.mp4', 'https://vt1.doubanio.com/202204252106/7733984fd82a87d35ef27d815e79baa2/view/movie/M/301080755.mp4', 'https://vt1.doubanio.com/202204252106/73392dede2116644a700d3f8fac401fd/view/movie/M/301300903.mp4']",./data1/post_video/史蒂文·斯皮尔伯格/辛德勒的名单 Schindler's List/video
头号玩家 Ready Player One,https://movie.douban.com/subject/4920389/,史蒂文·斯皮尔伯格,扎克·佩恩/恩斯特·克莱恩,"['泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特']",8.7,1240759,"好于97%科幻片,好于96%冒险片",动作/科幻/冒险,美国,英语/日语/汉语普通话,2018-03-30(中国大陆),140分钟,故事发生在2045年，虚拟现实技术已经渗透到了人类生活的每一个角落。詹姆斯哈利迪（马克·里朗斯 Mark Rylance 饰）一手建造了名为“绿洲”的虚拟现实游戏世界，临终前，他宣布自己在游戏中设置了一个彩蛋，找到这枚彩蛋的人即可成为绿洲的继承人。要找到这枚彩蛋，必须先获得三把钥匙，而寻找钥匙的线索就隐藏在詹姆斯的过往之中。韦德（泰尔·谢里丹 Tye Sheridan 饰）、艾奇（丽娜·维特 Lena Waithe 饰）、大东（森崎温 饰）和修（赵家正 饰）是游戏中的好友，和之后遇见的阿尔忒弥斯（奥利维亚·库克 Olivia Cooke 饰）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是名为诺兰索伦托（本·门德尔森 Ben Mendelsohn 饰）的大资本家。,"['最佳视觉效果(提名)', '电影奖 最佳特殊视觉效果(提名)', 'MTV电影奖 最佳吻戏(提名)']","['斯皮尔伯格把他对电影的梦想、热心、爱与情怀，浓缩到这部片子，通过极具年代感的经典电影和角色，又并茂高科技的现代游戏闯关，他拿手的、专注的、想诉说的都在这里给影迷情倾盆呈现，并在最后一句“谢谢你玩我的游戏”推向高潮，就像在银幕前看着他对我们说“谢谢你看我的电影”…泪奔', '游戏宅和影迷的春药！还原《闪灵》那场戏看到要爆炸了！值得去电影院刷十遍！', '9。我爱这部电影，就好像我的梦想是能进入马丁·斯科塞斯的《出租车司机》，看罗伯特德尼罗枪杀嫖客和鸡头，营救朱迪·福斯特。所以，我爱这部电影。', '好想在有生之年玩一场全民大战马化腾', '全场喊牛逼！没啥是斯皮尔伯格做不到的了，在一个商业片中把所有的特效情怀和爱结合得完整而彻底，让影迷乐迷游戏迷接二连三地高潮，即使都不是也能看得花枝乱颤，这样应该算是完美了吧。而最后也竟然默默抹了把眼泪…Reality is the only thing that is real.', '大开眼界！对我这个只玩过斗地主的电脑游戏盲来说，《头号玩家》的内容确是匪夷所思。年轻观众欢呼雀跃的无数“彩蛋”我常常无从辨识，一头雾水，但是观影体验仍然痛快、满足。比我小四岁的老导演斯皮尔伯格，如此旺盛的艺术想象力和娴熟才华，让人佩服不已。后半部渐显落套，也无可苛求。', '斯皮尔伯格就是那个头号玩家。', '公民凯恩串起了闪灵、鬼娃、高达、哥斯拉、亚基拉、街霸、铁巨人、金刚、龟波气功……，加上迪斯科音乐和各种游戏卡，简直是是一部全球世纪流行文化编年史。感谢撕皮儿剥壳，把我们这些大孩子一把拉回追看《回到未来》和《夺宝奇兵》的神奇年代，跟着逼真的特技和癫狂的想象去重温我们的“玫瑰花蕾“。', '看完之后，完全没感觉到这个电影有140分钟……时间过得好快……', '走马观花的IP大赏，剧情人物基本不通，鸡汤也撒得不知所云。适合跟塑料姐妹们一起假嗨', '这片讲述了“绿洲五人组”寻找终极彩蛋之旅：第一关告诉你，有时退一步，就是海阔天空；第二关告诉你，人生很短暂，关键的一步一定要迈对；第三关告诉你，不以输赢论英雄，找到乐趣、享受人生；最终关告诉你，别沉迷，活在当下。片中各种游戏、动漫、影视彩蛋信息量太大，必须多刷！', '太好看了，我们这一代人的文化真的全在里面了，2045年你们要是建不出这样的虚拟世界，新年钟声敲响的一刻我立马举枪自杀', '众里寻蛋千百度，玫瑰花蕾却在灯火阑珊处。“谢谢你玩我的游戏。”——谢谢你拍这样的电影。', '堪比“黑客帝国”的虚拟与现实切换，但没有苦大仇深的哲学思考，而是带着娱乐至死的精神，把影视游戏各种流行文化致敬了个遍。和当初的E.T.一样，童心未泯的斯皮尔伯格不经意就开启了电影的未来。宅男宅女们，欢迎来到VR纪元！（最后还不忘勿沉迷的忠告，赞赞赞~）', '恕我直言，比老斯会拍爆米花电影的人还没出生吧？玩梗玩的贼6，金刚、侏罗纪、异形、哥斯拉......闪灵那段更是惊艳到爆炸，惊喜一个接一个的来！还有能不能轻虐我们钢铁巨人啊，心疼死了～', '其它都挺好。但是你拍了一部片，讲述了一个在游戏里找到挚友，搞到真爱，还一夜暴富成为人生赢家的故事，最后告诉我只有现实是唯一的真实，不觉得结论太苍白了吗？强行政治正确吧。', '就像第一次玩俄罗斯方块，那个竖条降落的时候的感觉。我没办法给出更高的评价了。', '斯皮尔伯格是世界上最伟大的导演，他早就无须用作品证明这点，但一不小心，这部电影又给大家证明了一次！我都不记得上次在电影里目不转睛的看完一部电影，对导演的想象力佩服的五体投地是什么时候了，无论是影迷和游戏迷都能从这部电影里看到满满的爱，无处不在的彩蛋又时刻在唤醒我们心底的这份爱。', '要哭了，每个友邻都是五星好评，而我羞愧地半路睡着了……就感觉故事蛮老套的，那些让人嗨的点，心里只是“哦”了一下。', '情怀＋真理，无限彩蛋组成了爱游戏，我只爱Rosebud和237。237的调侃，忍不住在电影院笑出声了。尤其是剧透党，简直笑CRY。', '每一分钟都是应接不暇的彩蛋，而且确定自己只看懂了一小部分。充分满足了影迷游戏迷科幻迷动漫迷。观影、电影、游戏三个空间的同一感太棒了。某个梗出来的时候简直惊喜得跺脚。现实的部分稍弱，但是不妨碍它妥妥的五星。', '感叹的是斯匹堡把他那不变的童心和念旧情怀放置在如此具有时代感的科幻作品当中，看到最后甚至会为此动容。最牛逼的还是第二关，任何一个影迷都会臣服于那无与伦比的观影体验。', '希望豆瓣也出VR版吧，然后我们懒洋洋傻乎乎躺在精神病角落，在豆瓣电影top250撕逼，在无人问津的9点自说自话，阿尔法城说不定还有幽灵出没。小豆不能换钱，紫豆用户是传说，该电影无法访问是恶势力的封锁，大蛋和阿北是彩蛋。嗯，谢谢你，这些年玩过的豆瓣。', '第二关《闪灵》剧情的引用，是斯皮尔伯格对已故老友斯坦利.库布里克最深沉感人的问候，整部电影出现的游戏和角色，是对游戏玩家最浪漫的情书。', '85/100 我和你们说，只花几十块人民币，就能享受到如此美好、诚意、动情、持续调动大脑的商业巨制，谁不去看谁就是傻子。虽然可能有些奇怪，但这部电影的泪点其实也很多，而且我衷心的感谢斯皮尔伯格，没有把这个献给几代娱乐粉丝的礼物变成一句全球化的口号。', '7分 目前豆瓣9.2一片溢美 不外乎精准搔到了影迷们的嗨点 让观影量变现为成就感。新浪潮及新好莱坞以后，电影导演不同以往的一点是有了电影史意识，能够在他们的作品中有意识观照以往的电影，这部不过斯皮尔伯格的游戏之作，流行文化拼贴彩蛋集合，过于讨巧，究竟难以掩盖内涵的平庸和故事的老套', '大失所望的一部电影，不知道那些用它502各种神片的吹捧者哪来的勇气，毫无诚意，套路满满', '全方位牛逼，我甚至想不到任何一个给四星的理由。迷影为游戏服务，里面的迷影梗让人会心一笑，虽不玩游戏，但是里面的游戏情节也能让我热血沸腾。特别燃，抓住了游戏的精髓，团队和胜利，最感动的是足够关照现实，让生活更美好。远超被提高的预期，最后竟然泪目，已经分不清是感动还是兴奋。', '这哪是反乌托邦，这明明就是乌托邦：游戏里的妹子竟然真就一年龄相仿的妹子，你的队友全为了你的梦想而死，你成了新一代渣克伯格，抱着真人妹子玩各种play但是ban掉撸瑟们两天不许玩游戏，你是神。这完全他妈就一巨大的宅男春梦啊？！', '游戏迷燃爆，情怀党涕醉，二者之外娱乐度沁人心脾，情节人物什么的则皆不可深究。《闪灵》的设计最妙，夜店尬舞一段最美，但最难忘的却是那个图书馆管理员。', '电影还好，结尾不满意，绿洲应该毁掉吧！《闪灵》部分很精彩，但作为从小跳皮筋，看《情深深雨蒙蒙》，《男生女生》杂志长大的女孩子，想要真正get到《头号玩家》的high点，真的太难了...#二刷又在影院体会了一下：孤单是一个人的狂欢，狂欢是一群人的孤单，所以散场后还蛮百感交集的#', '11岁男童看《闪灵》，这究竟是人性的扭曲，还是道德的沦丧？', '亚文化不分国界，死宅世界为家，高达跳出来的时候全场欢呼哈哈，这电影给人感觉就像自己以前做的混搭大梦成真了。各种梗和彩蛋眼花缭乱，倒也能弥补剧情的相对老套。尤其闪灵那段实在是太有趣了，而且不管看没看过的观众都有被照顾到。如果我打这个游戏，估计就在第二关无限循环了！', '大导演的珍贵之处，在于可以任性的实现原本大家觉得不可能实现但又满心憧憬的东西，AKA造梦。斯皮尔伯格可以的，可爱度直逼李安了！', '准备把之前说过的关于斯皮尔伯格作品已然老气、工整之类的话统统收回，今晚计划着将老斯的头像挂在床头，跪着睡。几乎满足了对现代大片的一切想象，包括各种革新、致敬与彩蛋，第一把钥匙敬自己，第二把敬《闪灵》，第三把敬过往（像素游戏），绚烂至极终归于平淡。玫瑰花蕾的致敬梗让人看得热泪盈眶。', '我知道这个电影很用心地抛了很多回忆梗，但是......完全不是我的回忆啊。它要抛出一个葫芦娃、黑猫警长和太阳之子一起打架，我就给五星了。', '别人都说好看的电影，你不能说一般般，不然就是杠精', '老斯这次真是玩炸裂了，一部让游戏迷、科幻迷、影迷、动漫粉、电子乐迷燃爆的年度科幻神作，各种梗和彩蛋不刷个两三遍是看不过来的！！（已三刷，嘻嘻）', '这游戏卖98是真的亏', '老爷子一出手，同档期电影都给跪下哭着叫爸爸', '全世界对抗马化腾！', '这是一个老宅男珍惜好基友，而他的继任者为了女人每周关服两次的故事。怎么说呢，现充都得死！！！！！', '没解释男主角是谁之前，我一直以为是最终幻想里的克劳德。', '视听非常惊艳！甚至可能是今年最重要的代表电影潮流走向的作品，但整体而言全部毁在平庸套路的剧作上。关于VR如何在视听语言层面和思维层面影响电影，本片堪称迄今最佳例证。作为一部标准的青少年反乌托邦电影，迷影和大众文化的梗更多地带来的是令人厌恶的自恋，以及对反乌托邦主题的消解。', '好莱坞毕竟理想，美少女线下依然是美少女，所以你才能回到现实。在工厂里，我曾听到几个年轻的流水线工人认真讨论着“团队合作”，细一听，是在讲游戏。我想对越来越多人来说，游戏和网络才是“回到”的地方。比现实的关系更提供归属感，比现实的工作更满足效能需求，比现实的你更不像机器。', '牛逼疯了！看完浑身发抖！毁灭公爵！星际争霸！钢铁巨人！金刚！忍者龟！阿卡姆骑士！66年蝙蝠车！哈莉奎茵！甲壳虫汁！阿基拉！高达大战机械哥斯拉！回到未来的车和博士都出场了！猎空还有特写！以及老古董雅达利主机！真正的彩蛋狂欢！娱乐史的赞歌！好想在影院按下暂停键！主旨其实是防沉迷系统~', '好吧老贼，这次算被你煽到了…', '原来这世上有那么多人热爱《闪灵》。有人选择在废墟里重寻宝藏，在记忆里游戏穿梭，有人借用它当ID，十年如一日。终有一天，泪眼相聚。', '三道关卡正好教会三个最重要的哲理。一是“退一步海阔天空”，二是“喜欢的女孩要勇敢吻下去”，三是“Real life is Real”。', '好看到炸啊！复古元素和各种老梗犹如核爆余波般一次次冲击着大脑皮层！人物剧情节奏等几乎都没短板，最关键能让你从头high到尾！太不容易了…果然霓虹人民在死宅文化和整个游戏发展史上占有举足轻重的地位…话说这片真的跟细田守的SW相当神似，聚众反抗的桥段满满既视感…东亚三兄弟这回又没带棒子…']","['https://img1.doubanio.com/view/photo/m/public/p2516578307.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2516835014.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2513500074.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2518383146.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2517083000.jpg']",./data1/post_video/史蒂文·斯皮尔伯格/头号玩家 Ready Player One/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p2517608437.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p2517122378.jpg', 'https://img3.doubanio.com/view/photo/sqxs/public/p2517518750.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2517821123.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2517122402.jpg']",./data1/post_video/史蒂文·斯皮尔伯格/头号玩家 Ready Player One/image,"['https://vt1.doubanio.com/202204252112/f230c836a0e4a77e76181b0489e296bb/view/movie/M/402290187.mp4', 'https://vt1.doubanio.com/202204252112/0a42f048fda19a609eb092cfcc7911e7/view/movie/M/402280979.mp4', 'https://vt1.doubanio.com/202204252112/e98b067f74d9de9f5542710a8a542bc4/view/movie/M/302280844.mp4', 'https://vt1.doubanio.com/202204252113/7f8d4891fc9d065a366b57e2b3b253c0/view/movie/M/302280817.mp4', 'https://vt1.doubanio.com/202204252113/d5b28d7312b56d32ea79e7bea1c39bb6/view/movie/M/302280814.mp4']",./data1/post_video/史蒂文·斯皮尔伯格/头号玩家 Ready Player One/video
人工智能 Artificial Intelligence: AI,https://movie.douban.com/subject/1302827/,史蒂文·斯皮尔伯格,布莱恩·奥尔迪斯/伊恩·沃森/史蒂文·斯皮尔伯格,"['海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛']",8.7,400209,"好于97%科幻片,好于94%剧情片",剧情/科幻,美国/英国,英语,2001-06-29(美国),146分钟,21世纪中期，由于温室效应，南北极冰川融化，地球上很多城市被淹没。此时，人类科技已经高度发达，人工智能机器人就是人类发明出来用以应对恶劣自然环境的科技手段之一，而且，机器人制造技术已经高度发达，先进的机器人不但拥有可以乱真的人类外表，还能感知自身的存在。莫妮卡的儿子马丁重病住院，生命危在旦夕，为了缓解伤痛的心情，她领养了机器人小孩大卫（海利•乔•奥斯蒙特 饰），大卫的生存使命就是爱她。马丁苏醒，恢复健康，回到了家里，一系列的事情使大卫“失宠”，最后被莫妮卡抛弃。在躲过机器屠宰场的残酷追杀后，大卫在机器情人乔（裘德•洛 饰）的帮助下，开始寻找自己的生存价值：渴望变成真正的小孩，重新回到莫妮卡妈妈的身边。谁也不知道他能否完成自己的心愿，脱胎换骨成为真正的人，等待他们的只是凶吉难料的旅程……,"['最佳视觉效果(提名)', '电影类 最佳导演(提名)', '最佳外语片(提名)']",[],"['https://img1.doubanio.com/view/photo/m/public/p792257137.jpg', 'https://img2.doubanio.com/view/photo/m/public/p968986411.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1629374860.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2797281644.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2680058972.jpg']",./data1/post_video/史蒂文·斯皮尔伯格/人工智能 Artificial Intelligence AI/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p446340647.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p968980548.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p446340009.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p1629456765.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p1629488944.jpg']",./data1/post_video/史蒂文·斯皮尔伯格/人工智能 Artificial Intelligence AI/image,['https://vt1.doubanio.com/202204252115/9d47dd7b50e2e59d602ed09c4caa7128/view/movie/M/301380002.mp4'],./data1/post_video/史蒂文·斯皮尔伯格/人工智能 Artificial Intelligence AI/video
