电影名,电影网址,导演,编剧,主演,评分,评分人数,评分额外信息,类型,制片国家/地区,语言,上映时间,时长,剧情简介,获奖情况,热门评论,海报链接,海报保存路径,剧照链接,剧照保存路径,视频链接,视频保存路径
十三岁 Thirteen,https://movie.douban.com/subject/1303651/,凯瑟琳·哈德威克,凯瑟琳·哈德威克/妮基·瑞德,"['埃文·蕾切尔·伍德', '妮基·瑞德', '霍利·亨特']",7.1,5040,好于33%剧情片,剧情,美国,英语/西班牙语/葡萄牙语,2003-08-20,100 分钟,这是一部关于成长与叛逆的影片。成长于单亲家庭的13岁女孩特蕾西（埃文•蕾切尔•伍德 Evan Rachel Wood 饰）一直是学校的楷模，母亲马兰妮（霍利•亨特 Holly Hunter 饰）的骄傲。然而这一切在特蕾西进入中学后完全改变了。特蕾西的中学同学艾维（妮基•瑞德 Nikki Reed 饰）是全校的焦点，她着装性感、身材火辣，特蕾西发现艾维才是自己心中的榜样。于是她跟艾维混在了一起，学会了酗酒、吸毒等等恶习。面对自己的乖乖女忽然间的变化，马兰妮感到不可理解，由于缺乏有效沟通，母女俩爆发了一连串不可调和的冲突。特蕾西最终能否顺利跨过这一道成长中的坎？,"['最佳女配角(提名)', '电影类 剧情片最佳女主角(提名)', '电影奖 最佳女配角(提名)']","['这哪里是13岁孩子做出的事情，太前卫了太迷失了。我在想13岁的我那会也就是西瓜太郎头围着操场跑圈抄书的傻学生罢了。而她们呢，烟酒毒品还有践踏背叛的友情和情性欲全部都尝试过了。但这真的是叛逆吗难道不是一种自我放纵吗。仅仅是吸食毒品自残就够么？我更希望平淡，因为这样的人生实在难以承受', 'my favorite movie.', 'nikki reed编此剧的时候只有14岁', '我13岁的时候还在看还珠格格呢', 'Evan Rachel Wood 。。。 长大后竟然成了曼森女友', '遗憾的是本片还是过多地停留在了对叛逆的表现上，对于青春期孩子们心理的挖掘还是笔墨不够。当Tracy用刀片割腕时，那份疼痛需要的是观者的共鸣，否则对太多人而言或许无法明白她的痛苦。', '其实个人感觉电影里想要表达的青春期叛逆有点儿没有来由（或者叛逆本身就不需要理由），Tracy的人生貌似也没有太多需要纠结的地方，她的行为完全就是在折磨她的母亲。Holly Hunter的母亲更有戏。（Evan Rachel Wood 真是好看；后来的Evie有点儿bitch', '十三岁多尴尬，在那之前什么也不懂，而在那之后什么都会了。', '真实又残酷的青春呢，总有一个时间段，青春期的小孩不知道自己要的是什么，却又好像什么都想要，最后才发现，自己的小心思原来是那么微不足道。……家庭背景也是本片和观众交流的一个要点，不是所有13岁的单亲家庭小女孩，都有弄一个谷爱凌一样的妈妈，绝大部分相当于自生自灭，不过这样也不错了，总比8个孩子的妈妈要好很多很多。……女主埃文蕾切尔伍德在15岁的时候，演绎了13岁，有点过于成熟，了。……后来的美剧《西部世界》让她迅速火了起来。……她自爆被性侵过2次。同时她是个双性恋。……她的舅舅是罗杰摩尔，第三代007扮演者。', '盼了一年多，终于看上了，evan Rachel wood也太惊艳了.....', '在叛逆的年纪和比我还叛逆的姑娘看了此剧0 0，怀念之~', '当tracy内心无比痛苦和无助的时候，她选择用自残的方式来宣泄，当看见刀片一寸一寸割过手腕，渗出鲜血，让我回想起那时的我，拿着一把锋利的小剪子，刀刃停在手腕上，却久久不曾下手，只是让眼泪无声的滑落。或许年少的我们都曾有过不为人知的那么一些痛苦，无法诉说。', '找了好久这部影片 妮基·瑞德自编自演 编写剧本只用了6天的时间 跟之前看的《小十三》（2013）相隔10年 同样讲得是十三岁的少女成长中的叛逆和疯狂 这部影片的重点在于家庭对孩子关爱的缺失 因此她们在人生观和价值观没有得到正确的引导 导致十三岁的孩子在少年萌动和骚动的驱使下接触性爱与毒品 。', '虽然没有那么出位，我个人真的很是能明白那种痛不欲生，想要死去、最后又有些割舍不下。这么自己、这么别人。', '那种感觉……开始喜欢那个主演……', '老大不小还老爱看青春片，十几岁的女孩子敏感直接，没有禁忌。鬼妹是比较早熟，喝酒撒谎勾搭自残，也是我们经历过的青春期 ERW太美了~~~原来暮光的rosalie这么有才，还有vanessa的龙套，好莱坞搞来搞去几个熟人。', '叛逆和堕落是青春的一道坎，心理的不成熟滋长了暗黑事物，并猛兽般地毁灭与吞噬着。犹记得布蕾亚的罗曼史中“美以堕落为食”的说法，花样年华的少女们不堪地沉沦。Evan的爆发力惊人，Nikki真是枚才女，剧本功底如此扎实。PS:欲望号快车中两枚热辣熟女真是额外的惊喜～', '没有任何惊喜但也没有任何闪失的残酷青春片。元素不外乎交友不慎，父母感情不和，和大人世界的疏离，毒品啤酒性。这些我们早已在美国派和成长的烦恼里领教过了。只是小纯洁堕落的太快，醒悟的力度又太小。难得的是其中一姑娘是编剧，而且看这些能直能弯的美国小妞一会纯情一会朋克真的很让人血脉喷张！', '虚荣心+交友不慎，是造成不良少女的主要原因', '记得是和大象一起看的，都是青春期，自己为啥没故事没情绪没心没肺就过掉了，残念啊', '13YCC', '这类影片最容易拍的出彩，但这部电影很欠火候', '人会不惜一切地试图取得自己关心的认同...甚至不惜伤害亲人...不能轻视任何一段交流', '2004-8-16 本片的最大意义是贡献了 埃文·蕾切尔·伍德 。当时我就断定她一定会大红大紫，和斯嘉丽约翰逊一样。可惜。。。', '2个叛逆的姑娘，在受伤中成长，PS,EVAN很漂亮。。。', 'evan正点', '叛逆的夸张 真的才13岁吗 我out了', '三星原因无它，还是流于形式而非改变的心理，青春是心理和感官的混杂期，怎么可能只是叛逆的一面', 'Catherine Hardwicke拍青少年真有一套。Nikki Reed有帮红运，谁搭她谁红，唯独她自己不红', '在我还年轻的时候我觉得这个片子很赞，可是后来我老了。', '尼玛，这种类型片还是英国人拍的好，米国人差了，3星其中有一星是给女猪的，我对这片子完全没感觉', '故事告诉我们，交朋友很重要，好奇害死猫', '貌似- -我13的时候- -除了自残- -我还没卖过HASH', '别特么逼我吐槽.......装蛋的青春片毁了我们裸体的霍利亨特小姐，浪费了大把大把青春的伍德小姐，擦！！！要不是看你拍得算是早的了，晃动镜头+叛逆青春具有一定所谓先锋意义，我就给你俩颗星。', '看到女孩傻傻叛逆的种种行为，激动之余，很感动。主旨是很健康和谐阳光的。很喜欢女主的妈妈。', 'evan rachel还是比较适合吸血鬼装扮.. 学好不容易，学坏一夜间。', '曼森家老婆...', '女主有过的心态我也体验过', '五年前在英文课上看的电影。那时的Miss Yang现在已经远嫁大洋彼岸，看过照片，意外的很有夫妻相咯~~', '电影的最后，Tracy在母亲的怀抱中恢复平静，也看到母亲那双为生计所染污的手，我想她开始明白，究竟谁才是真正爱自己的人', '这哪里是13岁孩子做出的事情 另外Evan十八岁的时候比现在好看多了', 'andrew曾经还是个金发小瘦孩儿 现在那胳膊粗的', '❤️单亲13岁的迷失与叛逆。内外环境都很重要，拍的很真实，六天写出此剧的妮基·瑞德我想肯定感触良多。霍利·亨特露三点。。', 'heart skipped a beat. youth is way too cruel to be described in any words, and that pain follows u all along even when u r grey and wrinkled. Evan Rachel Wood is sooooooo fcvking shining, she never loses her anima since she was a little girl!', '反叛源于想表达又无从表达', '成长的代价。 Evan rachel wood是我的女神。', 'She deserved it', '剛好在我年輕的時候看的，當時很愛！', '我曾经很希望能用这样的方式燃烧自己的年轻，直到有一天，一个像这样的女孩对我说出了她的羡慕，她说，她已经回不了头了。 这似乎，是实话', '09.03.29.11点52分看完.低成本的小电影,却意外获得许多影评人的高分,坏女孩evie竟然是编剧,才14岁,还真是发育良好,evan的debut,果真是过目不忘,太太太美了...最近青少年成长片看多了,不禁感叹我们中国的花朵果真还是嫩啊']","['https://img1.doubanio.com/view/photo/m/public/p2067648817.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2868956004.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2634618088.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2634618087.jpg', 'https://img1.doubanio.com/view/photo/m/public/p1732819708.jpg']",./data1/post_video/凯瑟琳·哈德威克/十三岁 Thirteen/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p1030370177.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p531565209.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p1207459682.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p1207459286.jpg', 'https://img3.doubanio.com/view/photo/sqxs/public/p2537653130.jpg']",./data1/post_video/凯瑟琳·哈德威克/十三岁 Thirteen/image,[],./data1/post_video/凯瑟琳·哈德威克/十三岁 Thirteen/video
毛绒 Plush,https://movie.douban.com/subject/10577995/,凯瑟琳·哈德威克,凯瑟琳·哈德威克/阿特·纳尔逊,"['艾米莉·布朗宁', '凯姆·吉甘戴', '泽维尔·塞缪尔', '弗兰西丝·费舍', '道恩·奥利弗瑞']",6.1,1685,好于30%惊悚片,惊悚,美国,英语,2013-09-13(美国),100分钟,哈蕾（艾米莉·布朗宁 Emily Browning 饰）是一位小有名气的乐队主唱，成功的事业，幸福的婚姻，一对可爱又懂事的双胞胎，坐拥这一切的哈蕾无疑成为了朋友和同事们羡慕的对象，就连她自己也觉得受到了上天的眷顾。然而，不幸还是发生了，哈蕾的哥哥卡特（凯姆·吉甘戴 Cam Gigandet 饰）吸毒成瘾最终命丧黄泉，这件事情让哈蕾陷入了悲伤的深渊无法自拔。就在此时，一位名叫恩佐（沙维尔·塞缪尔 Xavier Samuel 饰）的神秘男子以吉他手的身份出现在了哈蕾的身边，很快，英俊帅气的恩佐就吸引了哈蕾的注意，也让她逐渐走出了阴霾。然而，随着时间的推移，哈蕾渐渐发现，恩佐有着不可告人的过去和一大堆的秘密，知道了这些之后，她又该如何面对这个曾经帮助过自己的男人呢？,INF,"['除了两位养眼的男主角和那些迷幻的镜头。前半部分的闷片特质可以简述为我和文艺基佬的二三事，后半部分则可归类为全国八点档的家庭伦理片的恐怖升级版。', '男主双性恋+变态的设定不出彩才怪啊。但是剧情就............', '漏洞略多，处处都用了恐怖片的拍摄手法，最后剧情发展略狗血', '男主，，，，男二，，，，尼玛好帅啊！抓头发', '知道在中国2005的流行是什么样子的吗 这片子会让你找回""非主流""的记忆', '什么破乐队破剧情', '烈焰红唇。', '原聲太難聽了整的我老想快進 劇情也狗血 總之看不下去', '直接拖完，cam太美艳！', '痴汉粉丝黑化路，演的挺好，就是整部片都弥漫着廉价感。', '这小子太帅了', '布朗宁造型好丑', '特别好的混床系~·歌曲也不错~~~·总之一定要看~', '选变态男主阿混蛋', '哈哈哈 我最喜欢这种海报美好剧情傻逼镜头迷幻还玩悬疑的小片子了 哈哈哈 看得出导演智商虽低但努力向上的拙劣痕迹 最后一个镜头男主妈妈自信的下巴简直就是导演的姿态哇', '总觉得惊悚悬疑的话，就做彻底点嘛。心想着，假如这一切都是男一和男二为了名正言顺在一起，甩掉女一，可能更有看头。女一实在是太丑了。', '惊悚片来说不太成功,足够撩拨用户神经的几个点都没有被好好挖掘, 于是镇片的变成两个好看的男主角和影片主题中的音乐制作部分...的确像有些人说的,如果列位在剧情伦理可能还更好一些. 剧情里制作的MV估计拿出来可以到五星水准. 男一实在可惜了...没被好好发挥> <', '还不错的好嘛！', '纯碧池+骚逼Gay，全是些烂B事，导演你要说什么，', '昙花一现的Jack貌似很帅。。。', '这么直白的电影为什么要加这么多剧情进去？', '粉丝和偶像都太可怕了~', '所以说 那个亚裔杀马特是XS雇来吓唬EB的？哇塞 好有智商的一部电影啊！', '随便看看 才得到的剧情', '女主很有感觉。但人生就是如此错乱不堪美好？', '真的是文艺片啊混蛋，为啥要加个惊悚结尾啊？', '呃...素材片？', '前半部摇滚乐，迷幻风，文艺青年的糅杂搏人眼球，后半部开始重心不稳，最后不知所云', 'cam一星', '前半部分颓废摇滚，后半部分悬疑惊悚，手持用的还不错，剧情过俗套很好猜，最后还弄个悬念，不过整体观感很好...', '因为海报，所以多给一星', '悬疑得慌里慌张，战战兢兢。总体来说还是粗糙。看五分钟就能猜到所有剧情。结局的死法看得瞠目结舌。简直就是“一万种死法”标答。除了海报没有什么东西是能让你想细细看一遍的。', 'son of bitch', '原来演女主的丈夫就是那个爆红的好莱坞奶爸啊~~而且妖孽男现实中还成了女主角的新男友。。。好吧，四星全给两个男主', '#剧透警报#还指望那些被杀的女性是carter做的黑化一下什么的。都说enzo妖媚，但是喜欢carter的长相。二星三星纠结得我呀...', '音乐很棒啊！', '这片儿还是爆', 'yue,,', '一看了简介就知道enzo是杀人犯了...三星给的是里面的摇滚 倒还不错', '真难看 一坨屎 女主又丑又婊', '给一星表示非常失望...这演员阵容本来相当令人期待啊 结果布朗宁的娃娃脸怎么演怎么不像当妈的人 而且这设定明显有恋兄癖吧 泽维尔的烟熏妆看得人很恶心 干干净净拍点冲浪少年不好么 Cam表现中规中矩不过人物设定其实也很白痴啊...倒是Rose她娘还是当年Titanic上的风韵...最后求求Dekker别再画烟熏妆了', '真难看', '挺有趣的还 就是作为音乐片音乐差了点', 'Enzo太妖媚了～女主不太喜欢。。', '这个粉丝有点high', '完全是冲着奶爸（Cam Gigandet）来看的这部电影。确实满足了……超养眼 看到了好多卖肉情节 真是HIGH爆了……但是片子的剧情比较烂。值得一提的是女主长得还不错 音乐也很有特色 算是个还可以的片子吧。奶爸部分可以反复观摩…………话说我早上迷迷糊糊醒了 发现CAM吉躺在身边 粘着我要来一发…劈毛腿', '乐队题材总是和叛逆、发泄、毒品、纵欲分不开，三星半比较中肯', '四颗心全部给音乐', '= =', '大概缺失1分钟左右']","['https://img9.doubanio.com/view/photo/m/public/p2134613465.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2373948901.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2087359194.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2373948929.jpg', 'https://img9.doubanio.com/view/photo/m/public/p2373948915.jpg']",./data1/post_video/凯瑟琳·哈德威克/毛绒 Plush/image,"['https://img9.doubanio.com/view/photo/sqxs/public/p2115336666.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p2103822035.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2115783321.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p2115336655.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2115336622.jpg']",./data1/post_video/凯瑟琳·哈德威克/毛绒 Plush/image,"['https://vt1.doubanio.com/202204281044/c2454e5eaf2331eee144f881e378338b/view/movie/M/301410939.mp4', 'https://vt1.doubanio.com/202204281044/f1a787b653c05e742bbfe022b2e27d39/view/movie/M/301410499.mp4']",./data1/post_video/凯瑟琳·哈德威克/毛绒 Plush/video
暮光之城 Twilight,https://movie.douban.com/subject/2268359/,凯瑟琳·哈德威克,梅莉莎·罗森伯格/斯蒂芬妮·梅耶,"['克里斯汀·斯图尔特', '罗伯特·帕丁森', '比利·伯克', '阿什丽·格林尼', '妮基·瑞德']",7.6,458637,"好于73%爱情片,好于73%奇幻片",剧情/爱情/惊悚/奇幻,美国,英语,2009-11-25(中国大陆),122分钟,因为父母离异，贝拉（克里斯汀•斯图尔特 Kristen Stewart 饰）随父亲来到小镇生活。在新学校里，贝拉留意到一群举止诡异的怪人，他们特立独行，很是神秘。在实验课上，她遇到了怪人中的一个——金发帅哥爱德华（罗伯特•帕丁森 Robert Pattinson 饰），他俊朗的外形与出众的谈吐令她着迷。在交往中，贝拉渐渐对爱德华产生了感情，但其他怪人对她心存戒备。与此同时，小镇里接连发生死亡事件，贝拉的父亲是警察，负责调查此案。然而，警方的介入并没有阻止死亡威胁的蔓延。在一次意外中，爱德华救出了贝拉。从此，她发现他拥有异于常人的超能力，开始怀疑对方是杀人凶手。在事实面前，爱德华对她坦白，自己是素食吸血鬼，所以凶手另有其人。在杀人凶案的羁绊中，一场人鬼之恋由此展开……,"['MTV电影奖 年度电影', 'MTV电影奖 最佳女演员', '最佳剧情片']","['这是我为数不多的看过的完整系列的美国影片，还是很喜欢贝拉和爱德华之间的感情的，剧情起伏也还可以，挺吸引人的，主要是两个人的颜正啊！', '配乐很棒，故事很棒。两个小时的电影没有冷场和放空~', '仅男女主颜值就足够让我看完整个系列，更何况还有精致的画面。', '从表演到剧情，全给人便秘的感觉。', '我真的没法接受这个讲话做作在阳光下还会发光的吸血鬼，他根本就只是个女用充气娃娃嘛', '总之他俩很养眼。。。', '四部都看过，男女主的感情发展过快，有些地方有点看不懂。优点画面美，男女主美，尤其女主颜是我的菜，好美(^з^)！看脸就足够我刷好几遍了^_^', '吸血鬼系列都喜欢看啊，男主和狼人都很不错，女主很漂亮，', '几年后再看这部剧，剧情没有了当时的精彩，但还是不错的，男女主颜值好高，超喜欢男主眼睛，冲颜值多给一星！', '看这种电影不需要携带智商。。', '吸血鬼与人类的爆米花爱情。Have I found you? Flightless bird, jealous, weeping... Or lost you? 插曲“Flightless Bird, American Mouth”好听。', '女主角还蛮美的，男主角简直像跑太快的姚明。区别就是头发被风吹得竖起来。', '两星给男女主，一星给剧情，一星给回忆，还有一星因为戏外剧情就算了。', '狼爱上羊啊，爱得疯狂！', '我的美剧初心啊，超爱贝拉和爱德华，不过里面最美的还是爱丽丝，最帅的是卡莱尔（捂脸.jpg）', '潜力续集片……', '色调喜欢，只要是关于吸血鬼的影片我都喜欢，哈哈', '男女主角还算漂亮，但实在是太嫩的片子了。。。。影片绿油油的', '觉得第一部真的很走心，rob和小k的颜值在线，演技也很舒服，剧情不狗血，整个暮光系列最喜欢的一部，直到现在还是非常喜欢Bella和Edward。', '真的感觉就是个单纯爱情片而已，剧情emmmm一般般吧，但男女主就超好看，无聊时可以看。', '我已经接受不了这种片子了，完全看不进去。', '琼瑶迷会比较喜欢吧？', '我这颗星给的是muse和radiohead的音乐', '吸血鬼脸上的粉是不是都涂多了', '不要再往下拍了.....', '初恋，纯情，校园，所有美好的事物都存在在这部电影里，我永远记得我看第一部时那种打开新世界大门的感觉，原来吸血鬼跑的这么快，原来吸血鬼皮肤很硬且冰凉，原来他们不睡觉……看过最后一部再倒回来看第一部，真的很感慨Edward和Bella如此纯粹的爱情，虽然现实残酷，但Edward和Bella会永远在一起，这就够了……(话虽这么说，还是期盼着他们有一天能复合😖dbq)', '多一星是因为Kristen Stewart实在是很漂酿', '不可否认这个姚明脸吸血鬼大部分时候时候还是很有魅力的，多少姑娘一边看这电影一边玛丽苏啊！女主的话脸更是没话说了，够精致。剧情从打棒球那儿就开始傻逼了……而且我很想知道导演在拍某些动作镜头的时候脑袋在想什么，且不说男主爬树干穿丛林的动作有多么搞笑，就连两派吸血鬼对峙的理应紧绷的场面都能拍得那么二实在是叫我撑不住……看到快两个小时发现剧情还没有收尾的意思才发现………………妈的，还有第二部等着呢！', '高中的时候还很向往这样的阴郁世界，虽然是粉丝电影，但是配乐不错，整个影片的调子也很神秘。非常喜欢里面德彪西的《月色》曲，超唯美，配合阴天的场景，很有气氛，有一种孤绝一切的心碎之感。', '这个真的好看小说改编的', '这是我看的比较唯美的吸血鬼影片了，而且还充满了正能量，贝拉和爱得华的爱情也很唯美，爱得华的一家人虽然是吸血鬼但是从不伤害人类，而且吸血鬼一家人的颜值也很高，值得一看。', '有人给我解释下为什么它在学校那么红？', '其实还蛮好看的', '是不是所有的吸血鬼都是这么的高颜值，我觉得我完全是冲着这高颜值看的。', '在电影院看了一次后才发现，自己年纪大了～～', '第一部拍的最好看！好喜欢男女主的颜，还有跟反派撕裂式的打架，爱上了这种暴力血腥，库伦一家的感情也很让人动容，刷了好几遍的好片子！', '10——6分。这也算吸血鬼片？！我靠！唯一比较满意的就是选景不错。从开始就等着看吸血鬼跟狼人打架，要么就是看他们变身，好不容易等到吸血鬼跑山顶要露真相了，我那个激动哟，结果“靠！”就一个字！从头到尾连尖尖的鬼牙都没露过，又墨迹得不行！真正帅哥型吸血鬼还得看当年的汤姆克鲁斯跟皮特！', '剥掉吸血鬼的外衣，就是部脑残偶像剧。顺便赞叹一下男主角，那华丽的鞋拔子脸加上黄晓明般Gin死人的眼神，真是让人想咆哮啊。', '吸血鬼题材的电影电视剧一直都很喜欢看，暮光之城算是接触的第一部电影题材的，前三部还是挺好看的，后面两部就不行了😁', '还好吸血鬼不吓人，画面唯美，爱情故事不错，一口气看完四部，男女主从相识到相爱慢慢叙述', '暮光这一系列看过了很久后还想细细回味里面的故事情节，吸血鬼家族也有温暖', '我觉得翻拍的完成度很高 跟小说一样精彩', '很帅很美', '摘豆评：如果你女朋友能吃的時候，你會不會愛上她？而且不吃她？ \u3000\u3000我認為，這個問題本身就十分變態，因為，女朋友能吃只有兩個可能，第一，可能是你連女朋友都吃。這很變態 \u3000\u3000其次，可能是你把食物當成了女朋友，這就和片子里的男主角一樣變態 \u3000\u3000裡外都是變態。', '人鬼情未了.', '我家小吸血鬼呢？', '这些 吸血鬼比人强啊：男帅女靓，晚上不用睡觉，飞来飞去の，定格在17岁，保护自然环境，有美好的道德追求，还有细腻的感情生活。我切，做人不如做个素食主义的吸血鬼...', '男的怎么可以丑成那样！！！还演吸血鬼。。。', '很喜欢这种题材的电影，当时迷的不行不行的，男主角超帅的。而且演员演技都在线。', '妈呀 看的时候才高中 当时涉世未深 一下子就被男主给帅死了 真的超帅 为此还特地买了暮光之城全套书 但是后面几部电影拍的没有第一部好看。。。。。。']","['https://img1.doubanio.com/view/photo/m/public/p1869729517.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2008110789.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2570815632.jpg', 'https://img2.doubanio.com/view/photo/m/public/p2572179581.jpg', 'https://img1.doubanio.com/view/photo/m/public/p1871019047.jpg']",./data1/post_video/凯瑟琳·哈德威克/暮光之城 Twilight/image,"['https://img9.doubanio.com/view/photo/sqxs/public/p742210016.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p452791289.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p452792592.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p533973405.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p2180969729.jpg']",./data1/post_video/凯瑟琳·哈德威克/暮光之城 Twilight/image,['https://vt1.doubanio.com/202204281045/cbfe2a0f34b9112b788c3844cdaacc78/view/movie/M/301390530.mp4'],./data1/post_video/凯瑟琳·哈德威克/暮光之城 Twilight/video
小红帽 Red Riding Hood,https://movie.douban.com/subject/3914500/,凯瑟琳·哈德威克,DavidJohnson,"['阿曼达·塞弗里德', '加里·奥德曼', '卢卡斯·哈斯', '比利·伯克', '维吉妮娅·马德森']",5.7,52590,"好于21%惊悚片,好于22%奇幻片",剧情/爱情/惊悚/奇幻,美国/加拿大,英语,2011-03-11(美国),100分钟,INF,['豆渣单元 最渣女演员(外语)(提名)'],"['跟暮光之城剪一块儿7都看不出来是俩片子', '同样都是狼人，杀父不杀男友确实有点儿说不过去。而且狼的造型不够好看。', '最大的乐趣只剩下寻找谁是狼外婆', 'Gary Oldman, Julie Christie怎么会来演这个...', '小红帽她爸是狼人杀了他妈杀了他老婆的姘头把她老婆脸画花了后又把他没有血缘关系的大女儿杀了剩下的小女儿就是这个小红帽拎着装着一只毒手的篮子去看她外婆可是外婆已经被她爸杀了于是小红帽和她男人把她爸给杀了可是她男人被他爸咬了于是也将变成狼人小红帽就成了望夫人故事讲完了有意思么有意思么', '紧张刺激好看。女主角的斗篷不错。结局反转！', 'DL：http://www.ctdisk.com/file/541030', '以后要给我家孩子这么讲小红帽', '童话外壳包装的青春爱情偶像剧，Twilight姐妹篇，给12岁少女的福音。', '美人Amanda Seyfried！！！结局可以再无聊点吗？', 'Dad是狼人，我总觉得这是一个大大的幌子！！逻辑上说不过去么~', 'Gary Gary Gary!!', '小天狼星，你还记得打人柳下的卢平吗？暮光之城+神秘村+哈利波特+二流青春题材美剧三角恋勾心斗角。服装设计是唯一亮点。', '根本没那么差！帅哥美女+意外结局~', '场景搞得很艳，好像舞台剧一样。阿曼达·塞弗里德是我唯一的看点，这小红帽不给她奶奶送盒饭搞什么狗血三角恋嘛!', '果然狗血', '一般', '一個失敗的懸疑片，除了有帥哥就沒啥看點了喲親~竟然還滿場，傷不起啊~', '狗血的小红帽，剧情是屎，暮光之城导演的作品果然没什么好期待的，但这是《孤儿怨》编剧的水准吗？一星给画面特效，一星给配乐。★★。', '谁可以告诉我啊，整部片到底和红斗篷有神马关系？神马关系？？小红帽大义灭亲杀父，还划开胸膛放石头再缝上，你石头不能用绳子捆在身上的么？？你青梅竹马的男友也变狼人，你为什么不灭他啊？？', '看睡着了都快！Gary Oldman怎么会去演这个的 = =', '这片完美诠释什么叫东施效颦，【暮光之城】的商业成功是偶然事件不可复制的！暮光的狗血三角恋本来就够招人嫌了，本片更是有过之而无不及！什么哥特、黑暗的宣传口号都是浮云，这里只有洒不尽的狗血，而且还是加强版！这片除了电脑生成的无瑕疵美丽画面，其它一无是处！★', '跟风之作，piece of shit,PS 阿曼达萨斯里德真难看', '暮光之城狼人版？导演都是一个人嘛', '。。。切', '哪里在惊悚哪里哪里哪里哪里哪里！！！！！！！！', '十分穿越的电影，音乐后摇很清新，不哥特不血腥也不恐怖。十足无聊，怪兽卡哇伊，画面打了雾镜搞的朦胧又唯美的让我一度以为这是爱情片。ps奥德曼又来打酱油，哎咱别学尼姑拉斯好么！再pps这片不是血帽是暮光！！斗篷美准备入。好吧其实我就是为了截那几帧红斗篷才看这片的，看完吐槽看过留脚印', '哈德威克本已经在早先就有《芳邻十三》《狗镇之主》这样的好片子，却偏偏被背上《暮光之城》导演这样的称呼，然后估计她也就顺着这个称呼继续拍这种片子，偶像剧就是偶像剧，贴上什么黑暗哥特恐怖的标签还是改不了本质；阿曼达和红斗篷还是很嗲的。哎，gary oldman择片请慎重啊！', '看人就好~', '也就是为了看看gary叔', '一部有趣的童话故事在银幕上流血。', '则么会只有一只狼', '小红帽讲的就是一个坑爹和被爹坑的故事，最后和还大灰狼从此过着快乐的生活，尼玛的。！！！', '阿曼达·塞弗里德你麻痹你果然是个货色。', '很喜欢Amanda', '小红帽是狼人的女儿', '女主角严重选错了吧！', '披著小紅帽外衣的暮光。爛透了。', '真狗血', '阿曼达塞弗里德难道一定要追寻梅根福克斯的脚步一定要做女主哪怕是烂片么她可都已经废了？导演你就只能拍暮光之城么？', '浪费时间', '很好看。', '直到最后在她爸爸肚子里放石头让我想起了小红帽的故事……', '暮光小红帽', '虽然不喜欢TWILIGHT的导演，小红帽的还是不错的', '烂片无极限，阿门', '话说这剧情还能再狗血一点吗？！', '我想说场景挺美的。还是有优点的吧...', '觉得最后女主角挺绝情的。把父亲杀了', '为了一个破情人背叛自己的血统杀死自己的父亲的女人迟早是会被抛弃的。']","['https://img9.doubanio.com/view/photo/m/public/p824737315.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1359003170.jpg', 'https://img2.doubanio.com/view/photo/m/public/p1359003072.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1359002910.jpg', 'https://img2.doubanio.com/view/photo/m/public/p906298161.jpg']",./data1/post_video/凯瑟琳·哈德威克/小红帽 Red Riding Hood/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p724891369.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p1028562741.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p798054213.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p1028576601.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p798052441.jpg']",./data1/post_video/凯瑟琳·哈德威克/小红帽 Red Riding Hood/image,"['https://vt1.doubanio.com/202204281047/2526a3243ebc89d5ca3b883526a2fbe8/view/movie/M/301490762.mp4', 'https://vt1.doubanio.com/202204281047/13d4b1c81b933ee9668720b89823fdb5/view/movie/M/301210851.mp4']",./data1/post_video/凯瑟琳·哈德威克/小红帽 Red Riding Hood/video
