电影名,电影网址,导演,编剧,主演,评分,评分人数,评分额外信息,类型,制片国家/地区,语言,上映时间,时长,剧情简介,获奖情况,热门评论,海报链接,海报保存路径,剧照链接,剧照保存路径,视频链接,视频保存路径
刺杀肯尼迪 JFK,https://movie.douban.com/subject/1292230/,奥利佛·斯通,奥利佛·斯通/扎卡里·斯克拉,"['凯文·科斯特纳', '茜茜·斯派塞克', '汤米·李·琼斯', '乔·佩西', '加里·奥德曼']",8.8,32340,"好于95%历史片,好于97%悬疑片",剧情/悬疑/惊悚/传记/历史,美国/法国,英语,1991-12-20,189分钟,肯尼迪的遇刺成为了一桩美国历史上的悬案，电影重新审视了那一段历史，到底杀手是一个普通人，还是整个庞大的政治阴谋，真相和幻象，都在调查中渐渐露出端倪。总统遇刺的两小时内，官方认定的凶手即被逮捕，他就是里·哈威·奥斯瓦多。然而巧合的是，在随后的一个小时，这个嫌疑犯却火速被 一名流氓杀死。经过调查，官方还是认定里·哈威·奥斯瓦多为真凶。但是，三年后的一个美国地方检察官吉姆·加里森（凯文·科斯特纳 Kevin Costner 饰），却发现肯尼迪中弹的蹊跷，从而推测当年官方的误判，接下来，他的侦查牵连着一个历史上的惊天阴谋。,"['最佳影片(提名)', '电影奖 最佳男配角(提名)', '最佳外语片']","['要不是领了感冒卡，还真没勇气刷完那么长的片。理想主义永远让人向往，但真相却往往残酷，个人总归是历史流河中的细沙，可是以卵击石如此美丽。也正因为这样完全舍己求真的时刻，历史才有意义。', '奥利弗·斯通拍的不是真相，是探求真相的勇气。', '一个爱国者，应该看好他的政府，不要让政府毁掉了自己的祖国！', '拍摄一部这样子的政治题材电影是需要莫大的勇气的，很多人或许有想过，但是不敢；有勇气拍了却又拍不好剪不好。而能拥有一位像Oliver Stone这样子的导演不可说不是美国人民的福气，影片的拍摄和剪辑都达到了顶级水平。历史只是序幕，感谢这部电影，让我们对历史有更多的思考。★★★★☆', '如果让帕西诺来演，最后那段演讲肯定牛B', '用电影或小说等虚构性的作品来讲述一个阴谋论的故事，是一种负责任的处理方法，比用一本装作很严肃的书来讲同样的故事要高尚得多。', '刺杀肯尼迪行动居然是美国政府的一场政变！也许影片中的这个结论下得有些仓促，但影片中反映出来的问题却是值得我们去思考的。凯文·科斯特纳最后在法庭上的那段陈词堪称经典中的经典，让每一个亲耳聆听的人都能得到最大的鞭策与力量！', '美国人果然很敢拍，这样敏感的题材也能道出真理至上的主题。', '最后的高潮实在精彩，尽管真相也许永远暗无天日', ""When I was watching Obama's inauguration, I asked the librarians, why there are so many securities. They told me, the reason JFK got killed was that he was too close to things most Americans didn't like, non-white people, and the communists."", '剪辑和摄影堪称范本教材！', '三个半小时丝毫不觉，本片真是精彩绝伦，斯通运用证据，刺杀场景再现，重组，在人们的讲述中不断插叙，倒叙，假设性的场景一晃而过，关于刺杀肯尼迪的真相我们不得而知，可是斯通的影片氛围营造愈发逼真，随着探索谋杀真相的推进，镜头和剪辑越来越犀利，直到最后的法庭陈词，不禁让人为之一叹', 'SIFF@大光明；非常庆幸之前并无看过此片甚至剧透，三个多小时一气呵成如梦如幻如痴如醉，无论从技术层面还是情感震撼，都让人体验到无与伦比的感动。你可以说它又是一个包装成美国梦的倾销，但这种梦至少还能在现实中做；最后的演讲直击人心，对真相的渴求是人类进步的动力；OliverStone最伟大的电影！', '拍的真不错了，毕竟这么敏感的主题把握的很好', '我工作是为了确保孩子们不会成长在一个只有在历史书里才能读到正义的国家，就像恐龙或者亚特兰蒂斯一样 ——即使只是事实的一部分，你是否意识到你已经损害了国家的信誉？ ——如果政府向人民撒谎，这个政府值得我们保护吗？如果你不能相信别人，也不能说实话，这个国家就变成了一个危险的国家。就算天塌下来，我也选择正义。 最后半个小时的法庭辩论看得我泣不成声。爱国者要时刻准备为保卫国家，而不惜抵抗政府', '4.5。或许只有强行抛开政治立场和历史联结，才能在拥抱或抵触之余意识到本片可能拥有影史最强大之一的文本，以档案般详实的细节基底和“蛊惑力”非凡的编排方式作为其难以复制的非典型标志；而即便是归其本位，也不难发现艺术性至始至终只为信服力与感染力提供支撑，却从未对正确性盖章，那些于华丽剪辑中晃动的影像碎片保证着两者的并行不悖，由此构筑起奥利弗·斯通的超政治性姿态。JFK让我明确了一点：最好的政治电影一定不是马后炮。真相之未明，是成就本片最重要的根基。', '“爱国者要时刻准备为了保卫国家，而不惜抵抗政府。”——本片献给所有追求真理的年轻人。', '肯尼迪的遇刺成为了一桩美国历史上的悬案，电影重新审视了那一段历史，到底杀手是一个普通人，还是整个庞大的政治阴谋，真相和幻象，都在调查中渐渐露出端倪', '导演剪辑版/目前看的最好的美式主旋律。将JFK处理为精神符号也许不一定符合历史真实却几近完美地完成了艺术真实。掩盖真相的不仅是权力，也是人的懦弱。更绝望的是全片弥漫的精英意识恐怕早已无法拯救这个世界。能把这么复杂的故事抽丝剥茧讲清楚已属不易，200多分钟毫不乏味更是功力惊人。', '探寻真相的勇气', '拍的很大胆，真想就是要大胆的探索', '奥利佛斯通无意找到真相，他只是通过精密复杂（重构影像和历史影像）的编织颠覆权威、神话叙事，和那些摆明的谎言，好像在说（即叙述的构成方式）：看呐！我可以炮制出一个更真实、更惊险的版本！这种表面上的专断和偏执承载着一个追求真理者的愤怒和信念。ps：这才是值得期盼我们国家拍出来的电影。', '比不得啊，看看褒扬《华盛顿邮报》《聚焦》《副总统》的今天，何其保守啊。', '3个半小时，剪辑、摄影和配乐堪称完美，对于这一触及美国政府神经的历史事件，奥利弗敢拍出他自己的观点和看法，就像最后的赠语，献给追求真理的年轻人，实在是勇敢无畏。最后一段法庭戏登峰造极！剪辑神作！', '海明威《老人与海》里的老人揭发了卡夫卡《审判》里K所遭受的阴谋论。脸谱化的人物塑造和家庭事业等戏剧冲突让人感觉有点幼稚，但最后一长段法庭陈词确实够激昂热血。立场偏颇不妨碍好看', '这个时候看这个片格外的有意思。分裂的美国。看到最后有点热泪盈眶。无论是谁的错，最后买单的总是人民。忽然开始有点理解那些上街游行反对trump的人了。', '9.25 我怎么会觉得这片子这么好看的，是因为太久没看大信息量悬疑片，还是因为全明星阵容闪瞎了我的氪金狗眼。3个半小时一点不觉得长。视听上太纯熟了。让真正的加里森检察官扮演当年的沃伦法官真是个有趣的安排。', '一个爱国者必须随时准备和政府斗争，以保护他的国家。无论是阴谋还是虚构，这片子达到了电影所能达到的最高度。', '1. 还有十多年就可以公布了，还能看得到。2. 感觉奥巴马这八年能够安然无恙的活下来，也是造化了，也说明半个世纪过去了，人类似乎文明了一点点，但也许只是手段更隐蔽了。3. 不知道特朗普这四年会有什么惊涛骇浪等着地球人。', '看过的最不闷、最有力量的政治片，精彩万分！高潮的半小时法庭雄辩催人泪下，也许稍有过火，但足够发人深省。奥利佛·斯通将真实历史录像、纪录片式黑白影像和冷色电影画面完美拼接，基本还原了刺杀真相。神级的摄影和剪辑、科斯特纳让人信服的表演、对民主与知情权的思考，还能要求更多吗？（9.0/10）', '实在看不下去，没有相关历史背景知识+快速的对话，我看得云里雾里。没有办法，也许电影本身不错，但是从我的角度不值得浪费时间', '1963年11月22日。一个平常的中午。美国总统和他的夫人到达了达拉斯为下一年的总统选举做提前准备。 然而，他们都没有想到，这会是一场死亡之旅。 中午12点30分，肯尼迪在敞篷豪华轿车上遇害。 肯尼迪是美国史上最年轻的一位总统，也是唯一获得“普利策新闻奖”（The Pulitzer Prizes for the News）的', '三权分立，司法（独立检察官）对行政分支的监督，媒体的重要性。确保人民知道真相。政府是不可靠的，好的制度才是保障。', '拍的很大胆，很震撼', '哭了', '导演剪辑版。没有什么是比真相更加重要的存在了。然而直面真相不止需要勇气，还必须拥强大的信念，以及对正义的信仰。不单剧作上的精巧，全程抽丝剥茧的深入挖掘、探讨，出神入化的剪辑服务于叙事，全片各种大小细节几乎神还原，最后激昂的法庭雄辩戏止不住的潸然泪下。乌云终会散去，光明随即到来～', ""这个剧情，当推理小说看特别过瘾。政治题材电影什么的，都得用“怀疑一切，包括怀疑”的精神去看。这片卡司太强大了，有种大家都不惜来严肃的打酱油的感觉= = 其实我还是更喜欢Z和All the President's Men"", '无比美妙的剪辑和摄影，奥斯卡拿的当之无愧。这部片的意义在于结尾的statement，如果说之前就是一个不撞南墙不回头的热血中年，到了结尾对国家的质问则将彪炳史册，放在哪个国家里都是警钟。', '本片剪辑真是不得了，影片一步步把压力聚集到无法想象的地步，作为观众多次想放弃。对掩盖信息的讨论至少在那里可以发生。', '有缺点，但是又有很长一段让人振奋的镜头，这种振奋既来自于对那段谜案的兴趣，也来自于对坚持律法的一种鼓励。故事讲得很成熟，科斯特纳的演讲称得上精彩，但引经据典也太多了点。', '8.0/10 开场丢了不少催化剂，但是前半段节奏往下掉的有点狠，从独立调查开始慢慢功力全数回归，然后在最后推上高潮，在美式自由派主旋律当中相当讨喜。剧本结构依然老套，舍弃家庭的英雄，极好的口才，强大而富有魅力的领导力，这都不出乎意料，但是台词的配置的确相当出色。偏向性的确极为明显，并没有试图做“纪录片”的样子去掩盖，所以也无意攻击这一点。部分场景设计有一定魅力，神秘人选择在华盛顿的会面，对于肖的一系列描写。对于如我的国际观众，对于地点的切换缺了一点场景上的补充，无论是街道还是衔接，州和州城市和城市。没有触碰媒体的利益，对宣传相对中立，成为了片中相对保守的一点。', '""What is past is prologue. Dedicated to the young in whose spirit the search for truth marches on.""', '相当精彩的演绎了肯尼迪之死背后的层峦叠嶂。开头利用不同材质影像的剪辑将事件放置在二十世纪世界史的坐标系中，后面的深入挖掘及最后淡字幕的延展也都很到位。影史重要的法庭戏陈词之一。', '2014/5/30：法庭结辨令人潸然泪下，简直像一道曙光，刺破临近535事件时城市上空的雾霾；2021/2/27：阴谋/调查叙述提供了它自发的政治。优秀侦探的直接的政治正值化（positivation）和用健康国家取代腐朽机器的请求被赋予大众警察，以及被操纵和精心引导的大众。虚构的生产是即刻（immediately）的政治共识（doxa），犯罪故事似乎是对权力宣称的一种纯粹虚构。', 'http://movie.douban.com/review/4222150/', '用纪实类调查手法，将海量历史信息层层递进地陈列在观众面前，并于结尾为时40分钟的庭审高潮中将所有现存证据一口气打包总结，顺带为主角和观众释放情绪。条理清晰，张力十足，整整205分钟却毫不显得冗长。片中体现出的基于事实逻辑和程序正义的考据精神与它的艺术价值和社会影响同等重要。', 'What is past is prologue 历史只是序幕', 'to sin by silence when we should protest makes cowards out of men.', '故事从头到尾把调查过程全景描述，再加入大量过去事件片段剪辑，大量的人物走着过场，好一个乱字，要不是最后换成国语音轨，就坚持不下来了，也听不到最后半小时振聋发聩的讲话，第一次感谢有了国语版配音。', '从Wiki上关于Jim Garrison的介绍可以看出，这个人从很早就是政府阴谋论者。好想读读他后来做法官写的意见们，是否会体现类似的影子...']","['https://img9.doubanio.com/view/photo/m/public/p2185846004.jpg', 'https://img1.doubanio.com/view/photo/m/public/p2670401838.jpg', 'https://img3.doubanio.com/view/photo/m/public/p1375848670.jpg', 'https://img1.doubanio.com/view/photo/m/public/p967285039.jpg', 'https://img3.doubanio.com/view/photo/m/public/p2532661020.jpg']",./data1/post_video/奥利佛·斯通/刺杀肯尼迪 JFK/image,"['https://img1.doubanio.com/view/photo/sqxs/public/p1020825938.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p1375857257.jpg', 'https://img3.doubanio.com/view/photo/sqxs/public/p1375851740.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p1375851303.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2604214211.jpg']",./data1/post_video/奥利佛·斯通/刺杀肯尼迪 JFK/image,['https://vt1.doubanio.com/202204261116/d39ba0ce666c377bf0cb8411dfd1f590/view/movie/M/301330855.mp4'],./data1/post_video/奥利佛·斯通/刺杀肯尼迪 JFK/video
普京访谈录 The Putin Interviews,https://movie.douban.com/subject/27034765/,奥利佛·斯通,奥利佛·斯通,"['弗拉基米尔·普京', '奥利佛·斯通', '爱德华·斯诺登', '朱利安·阿桑奇', '罗纳德·里根']",9.2,2253,INF,纪录片/传记,美国,英语/俄语,2017-06-12(美国),INF,影片将主要围绕“棱镜门”事件主角爱德华·斯诺登等话题展开。在长达四个小时的时间里，这位俄罗斯领导人将自己对于美国以及全球热门事件等发表言论。,INF,"['奥利佛·斯通对话普京，看了第一集。感慨是，美国已经是一个不需要“领袖”的国家，而俄罗斯还不是，他的人民需要像普京这样的领导人，就像当年美国需要富兰克林·罗斯福。我们也许也是这样……', '看了三集，简直圈粉利器。旁边一个幕僚没有，啥问题都能兜住，而且逻辑清晰，回答得滴水不漏还能反咬美国，不说完全主导，但至少从来没有让谈话溜出自己的控制，真是不服不行。一个美国左派导演，带着各种尖锐的问题跟了人两年，最后剪出来却是这样一种正面宣传的效果，大帝确实威武啊~', '还看了导演为了这部纪录片上的两个节目的片段，美国人真是对俄罗斯和普京有最原始的傲慢与偏见。。导演只是在说让大家看了片子后自己做出对普京的判断，可是主持人不停的在说普京有多么邪恶，你居然不和我一起说他坏话，你要是敢夸他你就是疯子，就会被现场观众嘘。高高在上闭眼嘲的样子真让人作呕', '普京这么大年纪的人还能思路如此清晰，面对各种问题的机智回答，真是厉害👍🏻', '真实地展现了这位俄罗斯枭雄，普京的思维缜密，逻辑严谨，俄罗斯有普京真是幸运', '美国的那个奥利弗斯通，比你们不知道高到哪里去了，我跟他谈笑风生', '同意拍这部纪录片，普京就胜过了美国近年来的历任总统，更何况他的经历，观点，谈吐，风度，爱好等等，更彰显和提升了他的个人魅力。', '只有美国才能完成如此的节目，只有斯通才具有如此的素质，只有普京才配有如此的魅力。美帝为人类献出了最高级的娱乐形式，电影的界限总是在拓宽的！PS：口译小哥全程帅呆，几乎抢去两人的风头，语言的魅力！', '奥利弗·斯通的水平不知道比你们高多少，我照样和他谈笑风生！', '斯通敢问，普京敢答，政治纪录片拍摄难度其实很大，况且对象还是一国总统，除去剪辑因素，看得出很多问题都是即兴回答，即使是有事先排演的部分，普京的回答也并不算官方，而是非常个性且直爽，包括斯诺登、同性恋等在内的话题通通不回避，当然有藏着掖着的东西，人家又不傻，把底牌一股脑亮出来给你。', '执政者在执政期参与的最好的一部记录，从国家民族政策到个人独到思考。普京60多岁的思辨力，太强大的个人光环。第四集被国内禁播，看了英文字幕版，仅仅是因为聊到苏联解体和天朝党内选举制这一句话而已，真是不服国内的审查不行，管中窥豹，细如针织的敏感神经，历史映照，这前途是好是坏。', '有料的片，理性+担当+自信=公众眼中强硬的普京。斯通非常有气场，在1ON1的对话中一点不输普京，不愧是拍出《刺杀肯尼迪》的导演。“任何事情都可以被扭曲，无数人民会被欺骗，只要你控制住媒体”——出自片中普京对于乌克兰暴乱的评价。', '弗拉基米尔大帝还是很坦率的，包括对自己的所站的立场，包括明目张胆的忽悠。一个很奇怪的悖论，人们会觉得像美国这样的国家政客都是小丑，而像俄罗斯或者北朝鲜的政客却可以如此具有魅力，interesting', '腾讯视频 24小时必看视频 目前1~3集都有。', '导演应该问一下，普京先生，您对奥斯卡最佳纪录片颁发给了揭露您策划奥运会兴奋剂的事情怎么看？', '如果奥利佛·斯通是中国人，坟前草恐怕都一尺高了。', '不涉及政治层面，大帝真的很有人格魅力，冷静风趣，克制自律。里面也有很多经典的句子“关键不在于权力有多大，关键在于获得权力的途径是正当的”（ps，第四集开头那个wink，简直是在放电，这人怕是吃调皮长大的）', '斯通比很多采访普京的记者段位高很多，普京也给予了斯通很多的耐心，使用各种场合试图展现自己的亲民和开明（无论他是否真是如此）。普京可谓一个典型的alpha male——理性、克制、难以动摇、注重实用、做事谈话有自己明确的界限、对女性和家庭表现出传统的“绅士”风范。诚然他是个非常优秀的政客，但哪怕忽视必然存在利益分歧，普京的风格与美国社会的喜好是有一定“代沟”的。而斯通（和很多比他糟糕的美国记者）的局限也很明显——无法真正地抛开美国的判断标准和规则。那些傲慢的双标和粗鄙的试探，让他们看上去才像一个反派。', '“很少有国家能够真正行使主权。”普京说。另一个这样说的是斯大林：“在国际体系中，小国实际上并不拥有主权，他们只是大国手里的棋子。”', 'Part 4打太极打了大半集，老KGB嘴严得很。最后那句话好，「你以为我们的民//主是为了向什么人证明吗？俄罗斯有上千年的历史，我们对正义和政//府有自己的理解。」斯通尽力让自己客观，但美国观念依然影响着他的思维。美式偏见无法避免。最后：俄罗斯如此幸运能拥有这个男人！', '左翼電視網出錢請左翼電影大師訪問一個不怎麼左的普通俄國領導人。給五星，那是看要和哪國製作的同類宣傳品做比較。', '去IMDB上看了下美国观众的评价，感慨国与国之间甚至地区与地区之间都存在深深的不了解与偏见。这部访谈录没有特别深入当然也很难，但确实客观', '抛开从小对他的个人崇拜，我发觉普京有一颗性感的脑子。滴水不漏的回答，与主持人谈话间的话锋博弈，简直精彩极了。不过他脸整得都快不认得了。为此减去一颗星。', '(我喜欢他，希望瓦洛佳一切都好。) 有他亲自参与拍摄的纪录片总是好看的。 斯通人也好好哦，感觉他还是比较尊重瓦洛佳的。问的问题都很深刻。 瓦洛佳心情也蛮好的样子，还恶作剧和wink，太可爱辽！', '问的很直接，答的很直白。一个敢问，一位敢说。信息很大，看得很爽！', '原来苏联的帐都是俄还清的；北约不是联盟而是附属；美国防预算是俄十倍以上；俄作为话题总被大选滥用，但最终还得握手，牺牲外交获得国内政治形势是很大的错误；核战争？“没有人能幸存” ；美国本土从未发生过战争，把它当成游戏；奥利弗说重振经济，他说这与钱无关，苏联人拼到最后一口气 ，而不是最后一分钱… 丘吉尔的伟大在于灵活，we all have birthmarks, 目标不是证明自己，而是reinforce our country… ”我们的话没有分量“， ”候选人的宣言听听就好“，”我们不干涉内政“，“退休后再详细跟你说”，一起看奇爱博士，给的碟是空的：“典型的美国礼物“哈哈哈 意味深长的是，作为谨慎的乐观主义者 ，相信大家会明白威胁不存在，误解早晚结束，又说迟早我们都将做出今天无法预见的决定', '过瘾', '拥有见地、智慧、胆识、谋略、魅力的政治家，遇到宽容、沉稳、进退有度、凌厉的电影大师，，，历史级的刻画，历史级的作品，近距离的真实，纯正的享受。这个美丽又残酷的世界，让你如何不爱。', '奥利佛·斯通实现了无数文艺青年的白日梦：邀一位核大国领袖一起看《奇爱博士》。第四集最后道别时，他甚至称呼普京为“德米特里”（《奇》中的苏联领袖名）。', '可在迷局之中破雾的美国艺术界人士不多', '一个掌权17年还栈恋权利，国家经济不说倒退，也没什么进步的领导人，即便有着良好的形象和谈吐，导演拍得再好，就能把此人说成是俄罗斯的幸事么？', '理解个人、社会、世界的逻辑其 实是一样的，不存在什么原初的美好，也不存在彼岸的天堂；正因为人无法面对自身的匮乏，才发明了各种理念来靠想象性认同来获得安全感。设定了边界才有了对立，先强调差异才有了异己，黑格尔早就说清楚了，对立是自身甩出来的。鲍曼认为现代社会的纷争在于风险，要了解世界的运转法则就需要社会学的启蒙，对应了拉康的无意识领域；他认为社会学家要做个流浪者，永远清醒着保持距离。如何构建理想社会，千百年来各种哲学家社会学家作家早就给了我们同一个答案：人的解放，个体的自我意识和伦理责任。然而却永远被权力按在地上摩擦……', '2014年时《新闻周刊》有过一篇普京的特稿，把他写成一个躲在克林姆林宫的麦克白。而这片子的论调则正好相反。', '详实，对普京多了好多了解。', '第4集已被和谐，前三集的水准相当高，普京拥有理想领导人的完美素质。', '我真不太明白为什么导演这种真.左派会对普京有好感……', '普京在采访中很有风度，他的立场总结就是：一直想和美国建设积极的伙伴关系（采访者调侃普京最喜欢说的是“我们的美国伙伴”），但美国受制于固化的官僚资本主义，政客和军方总把俄罗斯当成假想敌。其中对于乌克兰问题，普京的视角有一定道理，但也承认乌克兰人心向欧盟，所以只提美国利用民意推翻亲俄领导人，造成了乌克兰内战。只是问题在于，对照2022年当下，普京打了五年前自己访谈的脸，坐实了西方对他的“误解”。', '引渡约美俄未缔，斯诺登幸免于难。', '可能斯通真的知道怎么跟天生杀人狂打交道', '论精彩程度不及BBC的普京与西方世界。纪录片难得的拍摄了普京实际办公的地点、方式，还有问道了一些棘手问题的看法。普京基本上回答得还是挺智慧的，特别是对斯大林的看法。想想如果有习大大的类似纪录片，相信也应该很精彩。中南海的运作方式更神秘。', '直到目前的想法：极力赞扬和极力黑的消息都是很容易被搜索到的，人类需要意识形态，然而不同的经历不同的性格注定导致不同的意识形态，人类何时才能走出斗争的牢笼。。', '全部都在于沟通，看普京打太极和发火，奥利弗斯通难得人才。', '强烈推荐。', '的确，道貌岸然的灯塔国一直叫嚣着所谓的假想敌（主要就是中俄）和反恐借口，借此大搞军备竞赛以达到最终的经济，权利，社会操控以及国际干预的目的。普京也只有用强硬的态度和立场才能保得俄罗斯的生存。', '普京不管怎么强硬独裁始终还是西方领导人。', '其实拍得算四星吧，但不影响此片作为普京大帝的圈粉利器，非常服气了。', '普京没有刻意演绎某种被过度粉饰的“霸道”，而是很随和也很官腔，奥利弗斯通时而谄媚时而天真时而质疑，攻击力不强，节奏被普京带着走。内容很环球时报。', '第一集：鲍里斯选择其作接班人时，他也说过另请高明；第二集，他是真正的政客，滴水不漏；四集看完，的确是当「爹」的水平', '普京一面说不需要向西方舆论解释，一方面又很坦诚的回应了很多西方舆论对他的一些指控和质疑。说到底还是想在西方舆论界获得一些支持，可惜虚伪的美式民主永远不会理解“权力不在于它有多大，而在于它来源是否正当”。正如它们觉得30%支持率的拜登当美国总统合理，却无法接受70%支持率的普京持续掌权', '娃娃脸的翻译小哥挺帅']",['https://img9.doubanio.com/view/photo/m/public/p2461462345.jpg'],./data1/post_video/奥利佛·斯通/普京访谈录 The Putin Interviews/image,"['https://img3.doubanio.com/view/photo/sqxs/public/p2504923590.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p2500474386.jpg', 'https://img9.doubanio.com/view/photo/sqxs/public/p2504923676.jpg', 'https://img2.doubanio.com/view/photo/sqxs/public/p2504923681.jpg', 'https://img1.doubanio.com/view/photo/sqxs/public/p2504923677.jpg']",./data1/post_video/奥利佛·斯通/普京访谈录 The Putin Interviews/image,[],./data1/post_video/奥利佛·斯通/普京访谈录 The Putin Interviews/video
